	for_query	tweet	username	date	hashtags	likes	retweets	url
0	stop racism	fuck trump, fuck racism, fuck america's justice system	aidiemonyo	Fri Dec 11 03:24:28 +0000 2020	['BLM']	3	2	https://twitter.com/twitter/statuses/1337236784846000130
1	stop racism	Fuck America. Fuck Racism.	__letswinwin__	Fri Dec 11 03:17:28 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337235022642696195
2	stop racism	and some people still think racism isn’t a problem in america	HAPPlLYLOU	Fri Dec 11 02:03:26 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337216392416931842
3	stop racism	America was built on racism	SmdSzn	Fri Dec 11 05:51:20 +0000 2020	['BLM']	19	6	https://twitter.com/twitter/statuses/1337273742444158981
4	stop racism	I just love the racism in america	__Mangoes_	Sat Dec 12 01:18:31 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337567475475443712
5	stop racism	America really built off racism	mirartic	Wed Dec 16 00:30:02 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339004826986934272
6	stop racism	America is built on racism.	tpwk_sunshinee	Fri Dec 11 01:45:19 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337211832910508033
7	stop racism	stop acting like racism isn’t a problem in america.	ihugmgc	Fri Dec 11 02:04:49 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337216739449442304
8	stop racism	America would be GREAT if this FUCKED UP SYSTEM is fixed &amp; RACISM never existed	playyboiid	Fri Dec 11 08:06:21 +0000 2020	['BLM']	9	4	https://twitter.com/twitter/statuses/1337307722996273153
9	stop racism	America runs on racism	HeadHighStripes	Fri Dec 11 12:58:56 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337381354120622080
10	stop racism	do some people not realize not racism doesn’t just happen in America, it happens all over the world	IMS0RRYB0R1S	Wed Dec 09 03:47:06 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336517705453723648
11	stop racism	Can a white person in america experience true racism	tristantimog	Sat Dec 12 01:55:19 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337576737576792066
12	stop racism	BLACK LIVES DO FUCKING MATTER!!!!! We aren’t saying ALL lives don’t matter we are making a point that racism is a thing and In America there is too much racism	Razer261	Sat Dec 12 01:47:14 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337574702919847938
13	stop racism	White people really think racism is gone in America.	KevjMCc	Wed Dec 16 22:06:34 +0000 2020	['BLM']	0	1	https://twitter.com/twitter/statuses/1339331109847511043
14	stop racism	America was built on racism and greed	IssaJonez	Fri Dec 11 13:03:04 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337382392256978944
15	stop racism	all this country does is fail people of color america is built on racism	190512s	Fri Dec 11 03:06:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337232362812436480
16	stop racism	White people don’t suffer from systemic racism in the United States of America	LmmSkits	Wed Dec 16 14:51:29 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339221616446861313
17	stop racism	Systemic racism sucks and so does corporate America.	RaiNichole12	Mon Dec 14 23:08:05 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1338621815351107586
18	stop racism	Fuck it. If anyone asks I'm North America. We ending racism with this	Veezee151	Thu Dec 10 20:23:43 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337130899553574912
19	stop racism	@ceocornpop Yes but white people in America don’t experience systemic racism	politics__alt	Sat Dec 12 14:06:00 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337760618632327172
0	Racism is everywhere	America was built on racism	SmdSzn	Fri Dec 11 05:51:20 +0000 2020	['BLM']	19	6	https://twitter.com/twitter/statuses/1337273742444158981
1	Racism is everywhere	America is built on racism.	tpwk_sunshinee	Fri Dec 11 01:45:19 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337211832910508033
2	Racism is everywhere	America really built off racism	mirartic	Wed Dec 16 00:30:02 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339004826986934272
3	Racism is everywhere	and some people still think racism isn’t a problem in america	HAPPlLYLOU	Fri Dec 11 02:03:26 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337216392416931842
4	Racism is everywhere	fuck trump, fuck racism, fuck america's justice system	aidiemonyo	Fri Dec 11 03:24:28 +0000 2020	['BLM']	3	2	https://twitter.com/twitter/statuses/1337236784846000130
5	Racism is everywhere	Fuck America. Fuck Racism.	__letswinwin__	Fri Dec 11 03:17:28 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337235022642696195
6	Racism is everywhere	I just love the racism in america	__Mangoes_	Sat Dec 12 01:18:31 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337567475475443712
7	Racism is everywhere	America was built on racism and greed	IssaJonez	Fri Dec 11 13:03:04 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337382392256978944
8	Racism is everywhere	Can a white person in america experience true racism	tristantimog	Sat Dec 12 01:55:19 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337576737576792066
9	Racism is everywhere	America runs on racism	HeadHighStripes	Fri Dec 11 12:58:56 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337381354120622080
10	Racism is everywhere	Systemic racism sucks and so does corporate America.	RaiNichole12	Mon Dec 14 23:08:05 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1338621815351107586
11	Racism is everywhere	America would be GREAT if this FUCKED UP SYSTEM is fixed &amp; RACISM never existed	playyboiid	Fri Dec 11 08:06:21 +0000 2020	['BLM']	9	4	https://twitter.com/twitter/statuses/1337307722996273153
12	Racism is everywhere	all this country does is fail people of color america is built on racism	190512s	Fri Dec 11 03:06:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337232362812436480
13	Racism is everywhere	do some people not realize not racism doesn’t just happen in America, it happens all over the world	IMS0RRYB0R1S	Wed Dec 09 03:47:06 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336517705453723648
14	Racism is everywhere	White people don’t suffer from systemic racism in the United States of America	LmmSkits	Wed Dec 16 14:51:29 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339221616446861313
15	Racism is everywhere	BLACK LIVES DO FUCKING MATTER!!!!! We aren’t saying ALL lives don’t matter we are making a point that racism is a thing and In America there is too much racism	Razer261	Sat Dec 12 01:47:14 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337574702919847938
16	Racism is everywhere	White people really think racism is gone in America.	KevjMCc	Wed Dec 16 22:06:34 +0000 2020	['BLM']	0	1	https://twitter.com/twitter/statuses/1339331109847511043
17	Racism is everywhere	stop acting like racism isn’t a problem in america.	ihugmgc	Fri Dec 11 02:04:49 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337216739449442304
18	Racism is everywhere	@ceocornpop Yes but white people in America don’t experience systemic racism	politics__alt	Sat Dec 12 14:06:00 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337760618632327172
19	Racism is everywhere	@StevenBeschloss White America must stop systemic black racism.	MfromPa	Wed Dec 09 03:10:08 +0000 2020	['BLM']	5	0	https://twitter.com/twitter/statuses/1336508402114162688
0	Blm president biden	Antifas and BLM are democrats terrorist they riot and loot dc they’re criminals they do not like America	DesiredNloved	Sat Dec 12 16:50:53 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337802112999317512
1	Blm president biden	Biden's presidency will promote more racism in America.	JohnQOhio	Sat Dec 12 00:54:20 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337561390278651905
2	Blm president biden	The party of Antifa and BLM is now saying that YOU hate America. https://t.co/0kqPwneBqA	ColumbiaBugle	Thu Dec 10 22:52:27 +0000 2020	['BLM']	908	199	https://twitter.com/twitter/statuses/1337168329413447680
3	Blm president biden	@disclosetv BLM IS A TERRORIST AND DESTROYES AMERICA	dryashhh	Fri Dec 11 22:02:49 +0000 2020	['BLM']	19	0	https://twitter.com/twitter/statuses/1337518227119886337
4	Blm president biden	@DrewHLive Terrorists BLM and Antifa enemies of America	NiorvisRivera1	Sun Dec 13 17:24:03 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338172847877836800
5	Blm president biden	@JoeBiden What is Dementia Joe Pedophile Biden going to do to stop Antifa &amp; BLM from destroying America???	queenof34759592	Tue Dec 15 17:04:41 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1338892748879904769
6	Blm president biden	@towntro Riots just waiting Antifa BLM	america_sue	Tue Dec 15 01:48:05 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338662081160208385
7	Blm president biden	@realDonaldTrump EN THE ANTIFA EN BLM HAS TO BE DECLARE TERRORISTS GROUPS . GOD BLESS DONALD TRUMP GOD BLESS AMERICA	AlfonsoTaliban	Sun Dec 13 05:18:15 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337990194293837824
8	Blm president biden	Just how BLM here in America, they matter all over the world. Don’t forget it	evrythingggoes	Fri Dec 11 22:54:46 +0000 2020	['BLM']	2	1	https://twitter.com/twitter/statuses/1337531299263893504
9	Blm president biden	@disclosetv BLM AND BIDEN/HARRIS DESTROYE AMERICA. GOD Bless president Trump 😍❤	dryashhh	Fri Dec 11 22:06:49 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337519234197413890
10	Blm president biden	@DailyCaller What about BLM burning down America?	pro_america1	Tue Dec 15 00:19:16 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338639729621864452
11	Blm president biden	@DrewHLive Antifa and BLM protesters are enemies of America.	RIBornAndBred	Sun Dec 13 01:11:33 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337928110935855104
12	Blm president biden	@dbongino antifa and BLM should be arrested and tried for terroristic actions against the people of America they are a terrorist organization both of them	lance3571	Sat Dec 12 16:13:16 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337792647315005440
13	Blm president biden	@CNN Antifa/BLM HATE America and want to overthrow the government and Abolish The Police. Antifa-BLM attack INNOCENT people by burning, looting, vandalizing their communities. Antifa-blm destroy our monuments. They threaten, assault innocent people.	mediumpunn	Wed Dec 16 03:35:18 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339051450610176001
14	Blm president biden	@45F0RLIFE Don’t let antifa and blm take over the country ! Fight for America !	nevrsalty	Sat Dec 12 05:09:36 +0000 2020	['BLM']	12	0	https://twitter.com/twitter/statuses/1337625630435921921
15	Blm president biden	@realDonaldTrump BLM is a terr@rist organization that hates America	SeijasAlan	Thu Dec 17 15:05:40 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339587572012523522
16	Blm president biden	@TheGeneral_0 @realDonaldTrump Antifa/BLM HATE America and want to overthrow the government and Abolish The Police. Antifa-BLM attack INNOCENT people by burning, looting, vandalizing their communities. Antifa-blm destroy our monuments. They threaten, assault innocent people.	mediumpunn	Wed Dec 16 03:34:25 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339051225099198464
17	Blm president biden	@washingtonpost Antifa/BLM HATE America and want to overthrow the government and Abolish The Police. Antifa-BLM attack INNOCENT people by burning, looting, vandalizing their communities. Antifa-blm destroy our monuments. They threaten, assault innocent people.	mediumpunn	Wed Dec 16 03:31:04 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339050384577409031
18	Blm president biden	@MrAndyNgo Antifa/BLM HATE America and want to overthrow the government and Abolish The Police. Antifa-BLM attack INNOCENT people by burning, looting, vandalizing their communities. Antifa-blm destroy our monuments. They threaten, assault innocent people.	mediumpunn	Wed Dec 16 03:41:34 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339053025017655296
19	Blm president biden	@nypost Antifa/BLM HATE America and want to overthrow the government and Abolish The Police. Antifa-BLM attack INNOCENT people by burning, looting, vandalizing their communities. Antifa-blm destroy our monuments. They threaten, assault innocent people.	mediumpunn	Wed Dec 16 03:41:48 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339053085147148289
0	Racism in usa	America was built on racism	SmdSzn	Fri Dec 11 05:51:20 +0000 2020	['BLM']	19	6	https://twitter.com/twitter/statuses/1337273742444158981
1	Racism in usa	America is built on racism.	tpwk_sunshinee	Fri Dec 11 01:45:19 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337211832910508033
2	Racism in usa	fuck trump, fuck racism, fuck america's justice system	aidiemonyo	Fri Dec 11 03:24:28 +0000 2020	['BLM']	3	2	https://twitter.com/twitter/statuses/1337236784846000130
3	Racism in usa	and some people still think racism isn’t a problem in america	HAPPlLYLOU	Fri Dec 11 02:03:26 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337216392416931842
4	Racism in usa	America really built off racism	mirartic	Wed Dec 16 00:30:02 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339004826986934272
5	Racism in usa	Fuck America. Fuck Racism.	__letswinwin__	Fri Dec 11 03:17:28 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337235022642696195
6	Racism in usa	I just love the racism in america	__Mangoes_	Sat Dec 12 01:18:31 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337567475475443712
7	Racism in usa	America was built on racism and greed	IssaJonez	Fri Dec 11 13:03:04 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337382392256978944
8	Racism in usa	Can a white person in america experience true racism	tristantimog	Sat Dec 12 01:55:19 +0000 2020	['BLM']	3	0	https://twitter.com/twitter/statuses/1337576737576792066
9	Racism in usa	America runs on racism	HeadHighStripes	Fri Dec 11 12:58:56 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337381354120622080
10	Racism in usa	America would be GREAT if this FUCKED UP SYSTEM is fixed &amp; RACISM never existed	playyboiid	Fri Dec 11 08:06:21 +0000 2020	['BLM']	9	4	https://twitter.com/twitter/statuses/1337307722996273153
11	Racism in usa	Systemic racism sucks and so does corporate America.	RaiNichole12	Mon Dec 14 23:08:05 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1338621815351107586
12	Racism in usa	all this country does is fail people of color america is built on racism	190512s	Fri Dec 11 03:06:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337232362812436480
13	Racism in usa	White people don’t suffer from systemic racism in the United States of America	LmmSkits	Wed Dec 16 14:51:29 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339221616446861313
14	Racism in usa	do some people not realize not racism doesn’t just happen in America, it happens all over the world	IMS0RRYB0R1S	Wed Dec 09 03:47:06 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1336517705453723648
15	Racism in usa	BLACK LIVES DO FUCKING MATTER!!!!! We aren’t saying ALL lives don’t matter we are making a point that racism is a thing and In America there is too much racism	Razer261	Sat Dec 12 01:47:14 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1337574702919847938
16	Racism in usa	stop acting like racism isn’t a problem in america.	ihugmgc	Fri Dec 11 02:04:49 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1337216739449442304
17	Racism in usa	White people really think racism is gone in America.	KevjMCc	Wed Dec 16 22:06:34 +0000 2020	['BLM']	0	1	https://twitter.com/twitter/statuses/1339331109847511043
18	Racism in usa	@StevenBeschloss White America must stop systemic black racism.	MfromPa	Wed Dec 09 03:10:08 +0000 2020	['BLM']	5	0	https://twitter.com/twitter/statuses/1336508402114162688
19	Racism in usa	@ceocornpop Yes but white people in America don’t experience systemic racism	politics__alt	Sat Dec 12 14:06:00 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1337760618632327172
0	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/r2ttaU0aHC	pegitha	Wed Dec 16 15:38:46 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339233515808944135
1	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/rzbbnrL0YW	MitchLandrieu	Tue Dec 15 21:01:23 +0000 2020	['BLM']	75	9	https://twitter.com/twitter/statuses/1338952315261382660
2	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/TaoxrIDEZd	flemglen	Wed Dec 16 13:16:50 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339197798093348864
3	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/S4bUqxkqYN	MargaretKruger4	Tue Dec 15 22:29:02 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338974375505260544
4	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/XDJGBmpyhW	phillipsan	Wed Dec 16 06:53:17 +0000 2020	['BLM']	14	2	https://twitter.com/twitter/statuses/1339101273241489409
5	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/WLzvXnIpj3	RogerSPowers	Wed Dec 16 06:32:54 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339096145373630464
6	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/oFBkl3RRJr	TCBauthor	Wed Dec 16 02:39:37 +0000 2020	['BLM']	2	0	https://twitter.com/twitter/statuses/1339037436307857410
7	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/KSStVQO3dz	springle98	Tue Dec 15 21:02:21 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338952560330244097
8	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/HR1QBm5VFb	Geechee4Kamala	Wed Dec 16 01:37:40 +0000 2020	['BLM']	6	1	https://twitter.com/twitter/statuses/1339021844821708801
9	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/nVFGytm242	Poodie111	Wed Dec 16 13:04:14 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339194625530228736
10	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/5MCcCimZVZ	donnisinmd	Wed Dec 16 11:58:01 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339177963909222403
11	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/QPjRAen6kb	cookie5169	Wed Dec 16 00:29:59 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339004813942648832
12	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/o7kLwIOU50	chadstanton	Wed Dec 16 11:47:18 +0000 2020	['BLM']	5	0	https://twitter.com/twitter/statuses/1339175266325819393
13	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/N2SQi484eX	EnsPulver1958	Tue Dec 15 23:22:32 +0000 2020	['BLM']	4	0	https://twitter.com/twitter/statuses/1338987839095234561
14	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/sAb3tmESgp	JamelKDonnor	Wed Dec 16 12:47:45 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339190477166403590
15	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/Uaw7LrxV9u	thombowen	Wed Dec 16 04:16:57 +0000 2020	['BLM']	11	2	https://twitter.com/twitter/statuses/1339061928795262979
16	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/kDBplBMeDc	cousincat	Wed Dec 16 05:16:59 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339077040088104960
17	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/YnGgKaXIHN	FloreyBarb	Tue Dec 15 21:48:09 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338964084990091264
18	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/U8DTZFIkmH	heel_be_ok	Tue Dec 15 21:08:32 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338954116303876096
19	I can’t breath	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/TgvDXctPWY	politichuntress	Thu Dec 17 17:08:40 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339618526814896135
0	Rest in peace	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/r2ttaU0aHC	pegitha	Wed Dec 16 15:38:46 +0000 2020	['BLM']	1	0	https://twitter.com/twitter/statuses/1339233515808944135
1	Rest in peace	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/XDJGBmpyhW	phillipsan	Wed Dec 16 06:53:17 +0000 2020	['BLM']	14	2	https://twitter.com/twitter/statuses/1339101273241489409
2	Rest in peace	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/nVFGytm242	Poodie111	Wed Dec 16 13:04:14 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1339194625530228736
3	Rest in peace	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/rzbbnrL0YW	MitchLandrieu	Tue Dec 15 21:01:23 +0000 2020	['BLM']	75	9	https://twitter.com/twitter/statuses/1338952315261382660
4	Rest in peace	My church will replace our Black Lives Matter sign. Will America replace its racist myth? https://t.co/kba1T00Dtk	magenta511	Tue Dec 15 21:56:39 +0000 2020	['BLM']	0	0	https://twitter.com/twitter/statuses/1338966224127090691
